LONG,LAT,PROB,SEIZURE,YEAR,ORIGIN
13.66256522,4.999362029,0.28053005,B,2018,Nigeria
9.076953623,5.572563478,0.592684083,B,2018,Nigeria
11.94296087,2.133354783,0.306239332,B,2018,Nigeria
11.94296087,2.133354783,0.4701239,B,2018,Nigeria
10.22335652,2.133354783,0.265586282,B,2018,Nigeria
9.076953623,5.572563478,0.813505409,B,2018,Nigeria
10.22335652,3.279757681,0.069866814,B,2018,Nigeria
10.22335652,2.133354783,0.904063168,B,2018,Nigeria
11.94296087,2.133354783,0.83360263,B,2018,Nigeria
9.076953623,5.572563478,0.867365013,B,2018,Nigeria
9.650155072,4.999362029,0.062030449,B,2018,Nigeria
10.22335652,2.133354783,0.869731861,B,2018,Nigeria
9.076953623,5.572563478,0.957809635,B,2018,Nigeria
10.22335652,2.706556232,0.341937176,B,2018,Nigeria
13.66256522,4.999362029,0.265333475,B,2018,Nigeria
10.22335652,2.133354783,0.451476886,B,2018,Nigeria
11.94296087,2.133354783,0.708307618,B,2018,Nigeria
9.076953623,5.572563478,0.353166601,B,2018,Nigeria
10.22335652,2.133354783,0.977362218,B,2018,Nigeria
10.22335652,2.133354783,0.651347931,B,2018,Nigeria
10.22335652,2.133354783,0.983959789,B,2018,Nigeria
-1.813874,7.865369,0.3284805,C,2012,Kenya
-2.387075,7.865369,0.3490616,C,2012,Kenya
-1.813874,7.865369,0.2458011,C,2012,Kenya
-2.387075,7.292168,0.2852489,C,2012,Kenya
-1.813874,7.865369,0.4663408,C,2012,Kenya
-2.387075,7.292168,0.2958377,D,2012,IvoryCoast
-10.9851,8.438571,0.6081192,D,2012,IvoryCoast
-10.9851,8.438571,0.2949426,D,2012,IvoryCoast
-7.545888406,4.42616058,9.55E-05,D,2012,IvoryCoast
-2.387075,7.292168,0.30665,D,2012,IvoryCoast
11.9429609,2.13335478,0.89834031,E,2013,Cameroon
10.79655797,2.706556232,0.108261253,E,2013,Cameroon
7.930550725,5.572563478,0.057247502,E,2013,Cameroon
10.79655797,2.706556232,0.167047461,E,2013,Cameroon
9.650155072,4.999362029,0.07509558,E,2013,Cameroon
9.076953623,5.572563478,0.99993499,F,2013,Nigeria
11.94296087,2.133354783,0.653491449,F,2013,Nigeria
9.076953623,5.572563478,0.988115165,F,2013,Nigeria
10.22335652,2.706556232,0.250086045,F,2013,Nigeria
7.930550725,4.999362029,0.055949122,F,2013,Nigeria
10.22335652,3.279757681,0.112696262,G,2013,Nigeria
9.076953623,5.572563478,0.986438191,G,2013,Nigeria
11.94296087,2.133354783,0.853614208,G,2013,Nigeria
7.930551,7.292168,0.04842166,G,2013,Nigeria
7.357349275,6.718966377,0.03766345,G,2013,Nigeria
14.23576667,3.279757681,0.942247843,H,2013,Nigeria
3.34493913,6.718966377,0.688889499,H,2013,Nigeria
3.34493913,6.718966377,0.644691815,H,2013,Nigeria
3.34493913,6.718966377,0.706856682,H,2013,Nigeria
3.91814058,6.718966377,0.638528381,H,2013,Nigeria
14.23576667,3.279757681,0.43652667,I,2013,Nigeria
10.22335652,2.133354783,0.461305091,I,2013,Nigeria
5.637744928,5.572563478,0.03539521,I,2013,Nigeria
11.94296087,2.133354783,0.511183471,I,2013,Nigeria
14.23576667,3.279757681,0.557070777,I,2013,Nigeria
3.91814058,6.718966377,0.545200235,J,2013,Nigeria
3.34493913,6.718966377,0.690447296,J,2013,Nigeria
3.34493913,6.718966377,0.757123389,J,2013,Nigeria
9.076953623,5.572563478,0.999754005,J,2013,Nigeria
3.91814058,6.718966377,0.62859276,J,2013,Nigeria
3.91814058,6.718966377,0.816581154,K,2013,Nigeria
3.34493913,6.718966377,0.684816073,K,2013,Nigeria
3.91814058,6.718966377,0.535730489,K,2013,Nigeria
3.91814058,6.718966377,0.581076029,K,2013,Nigeria
3.91814058,6.718966377,0.723689576,K,2013,Nigeria
9.076953623,5.572563478,0.999820526,L,2013,Nigeria
9.076953623,5.572563478,0.999883583,L,2013,Nigeria
10.79655797,2.706556232,0.133582015,L,2013,Nigeria
9.076953623,5.572563478,0.999998129,L,2013,Nigeria
14.23576667,3.279757681,0.939804354,M,2013,Nigeria
14.23576667,3.279757681,0.666991482,M,2013,Nigeria
14.23576667,3.279757681,0.973972647,M,2013,Nigeria
11.94296087,2.133354783,0.336536162,M,2013,Nigeria
8.503752174,3.279757681,0.022525353,M,2013,Nigeria
13.66256522,4.999362029,0.417937449,N,2013,Nigeria
14.80896812,1.560153333,0.990035745,N,2013,Nigeria
14.23576667,3.279757681,0.75443421,N,2013,Nigeria
14.23576667,3.279757681,0.679359375,N,2013,Nigeria
14.80896812,1.560153333,0.978483641,N,2013,Nigeria
9.076953623,5.572563478,0.709928375,O,2013,Nigeria
11.36975942,2.133354783,0.270463227,O,2013,Nigeria
9.650155072,4.42616058,0.045831178,O,2013,Nigeria
10.22335652,3.85295913,0.054200017,O,2013,Nigeria
14.23576667,3.279757681,0.932042101,O,2013,Nigeria
9.076953623,5.572563478,0.982985995,P,2013,Nigeria
11.94296087,2.133354783,0.314090379,P,2013,Nigeria
13.66256522,4.999362029,0.099736656,P,2013,Nigeria
11.36975942,2.133354783,0.294848911,P,2013,Nigeria
11.94296087,2.133354783,0.895659342,P,2013,Nigeria
14.23576667,3.279757681,0.433096194,Q,2013,Nigeria
9.076953623,5.572563478,0.946369754,Q,2013,Nigeria
14.80896812,1.560153333,0.962155196,Q,2013,Nigeria
14.80896812,1.560153333,0.953083568,Q,2013,Nigeria
14.80896812,1.560153333,0.992078777,Q,2013,Nigeria
11.36975942,2.133354783,0.207804592,R,2013,Nigeria
3.34493913,6.718966377,0.71061445,R,2013,Nigeria
3.91814058,6.718966377,0.81559753,R,2013,Nigeria
3.91814058,6.718966377,0.729255297,R,2013,Nigeria
3.91814058,6.718966377,0.745069732,R,2013,Nigeria
10.2233565,2.13335478,0.31007951,S,2013,Nigeria
9.076953623,5.572563478,0.256665145,S,2013,Nigeria
14.23576667,3.279757681,0.497985457,S,2013,Nigeria
11.94296087,2.133354783,0.962868891,S,2013,Nigeria
10.22335652,2.133354783,0.304624778,S,2013,Nigeria
14.80896812,1.560153333,0.991153024,T,2014,Nigeria
11.36975942,2.133354783,0.123557253,T,2014,Nigeria
9.650155072,0.986951884,0.044980148,T,2014,Nigeria
10.22335652,2.133354783,0.554484198,T,2014,Nigeria
11.36975942,2.133354783,0.216614435,T,2014,Nigeria
10.79655797,2.133354783,0.080718056,U,2014,Nigeria
13.66256522,3.85295913,0.099299461,U,2014,Nigeria
14.23576667,3.279757681,0.284584879,U,2014,Nigeria
13.66256522,2.706556232,0.083235046,U,2014,Nigeria
10.22335652,2.133354783,0.336280315,U,2014,Nigeria
9.650155072,5.572563478,0.137459204,V,2014,UKN
11.36975942,2.133354783,0.310687464,V,2014,UKN
14.23576667,3.279757681,0.681365129,V,2014,UKN
10.22335652,2.133354783,0.283439674,V,2014,UKN
10.22335652,2.133354783,0.576719075,W,2014,Nigeria
11.36975942,2.133354783,0.145753385,W,2014,Nigeria
11.36975942,2.133354783,0.161121215,W,2014,Nigeria
14.23576667,3.279757681,0.208915914,W,2014,Nigeria
10.22335652,2.706556232,0.153098727,W,2014,Nigeria
10.22335652,2.133354783,0.271275086,X,2014,Cameroon
10.22335652,2.133354783,0.378289085,X,2014,Cameroon
10.22335652,2.706556232,0.373504919,X,2014,Cameroon
10.22335652,2.706556232,0.212601012,X,2014,Cameroon
10.22335652,2.706556232,0.532473215,X,2014,Cameroon
14.80896812,1.560153333,0.959700467,Y,2015,Cameroon
14.80896812,1.560153333,0.961362682,Y,2015,Cameroon
14.23576667,3.279757681,0.352943935,Y,2015,Cameroon
9.650155072,4.999362029,0.069424081,Y,2015,Cameroon
14.80896812,1.560153333,0.963682868,Y,2015,Cameroon
10.22335652,2.706556232,0.225404012,Z,2015,Cameroon
14.23576667,3.279757681,0.207553502,Z,2015,Cameroon
10.22335652,2.133354783,0.422520913,Z,2015,Cameroon
10.22335652,2.706556232,0.332741709,Z,2015,Cameroon
14.23576667,3.279757681,0.36768112,AA,2015,Nigeria
13.66256522,4.999362029,0.609545956,AA,2015,Nigeria
10.22335652,2.706556232,0.105857143,AA,2015,Nigeria
10.22335652,2.706556232,0.420807081,AA,2015,Nigeria
13.66256522,4.999362029,0.555898105,AA,2015,Nigeria
11.36975942,2.133354783,0.228115415,AB,2015,UKN
13.66256522,3.85295913,0.060735488,AB,2015,UKN
9.076953623,5.572563478,0.530638542,AB,2015,UKN
14.23576667,3.279757681,0.533611517,AB,2015,UKN
13.66256522,4.999362029,0.113515928,AB,2015,UKN
10.22335652,2.133354783,0.255428338,AC,2016,Cameroon
10.22335652,2.706556232,0.564624004,AC,2016,Cameroon
14.23576667,3.279757681,0.552097906,AC,2016,Cameroon
10.22335652,2.133354783,0.164163489,AC,2016,Cameroon
10.22335652,2.706556232,0.37570088,AC,2016,Cameroon
10.22335652,2.133354783,0.340737195,AD,2016,Nigeria
10.22335652,2.706556232,0.274363865,AD,2016,Nigeria
11.36975942,2.133354783,0.253022672,AD,2016,Nigeria
14.23576667,3.279757681,0.526666645,AD,2016,Nigeria
3.91814058,6.718966377,0.943277203,AE,2016,Nigeria
14.23576667,3.279757681,0.709076093,AE,2016,Nigeria
14.23576667,3.279757681,0.357750571,AE,2016,Nigeria
14.80896812,1.560153333,0.981262668,AE,2016,Nigeria
10.22335652,2.133354783,0.315397606,AE,2016,Nigeria
11.36975942,2.133354783,0.149537084,AF,2016,Egypt
10.22335652,2.133354783,0.445977945,AF,2016,Egypt
10.22335652,2.133354783,0.178854273,AF,2016,Egypt
10.22335652,2.133354783,0.406144687,AF,2016,Egypt
14.23576667,3.279757681,0.140869445,AF,2016,Egypt
14.80896812,1.560153333,0.895264945,AG,2017,Nigeria
15.95537101,3.85295913,0.072188298,AG,2017,Nigeria
14.23576667,3.279757681,0.633504592,AG,2017,Nigeria
14.80896812,1.560153333,0.821131287,AG,2017,Nigeria
